name;zipcode;total_employment;total_senior_employment
Cuiry-lès-Iviers;02251;16,09756098;0
Cuissy-et-Geny;02252;9,073479174;0
Cuisy-en-Almont;02253;45,19815197;0
Cutry;02254;7,552;0
Cys-la-Commune;02255;12,32;0
Dagny-Lambercy;02256;31,64125843;0
Dallon;02257;52,26605432;3,706855792
Dammard;02258;85,43902689;0
Dampleux;02259;39,71879056;0
Danizy;02260;34,91411944;0
Dercy;02261;48,41452684;3,972859263
Deuillet;02262;17,63986378;0
Dhuizel;02263;12,18007373;0
Dizy-le-Gros;02264;130,3700943;3,979823455
Dohis;02265;8;4
Dolignon;02266;7,913043478;0
Dommiers;02267;24,51708779;0
Domptin;02268;89,29608608;0
Dorengt;02269;20,05660377;0
Douchy;02270;57,83740919;3,947712418
Dravegny;02271;11,74695507;0
Droizy;02272;4,071416845;0
Dury;02273;18,96589116;0
Ébouleau;02274;31,43780397;0
Effry;02275;94,73532797;0
Englancourt;02276;7,575757576;0
Épagny;02277;19,26288769;0
Éparcy;02278;20;0
Épaux-Bézu;02279;403,8964152;6,707011423
Épieds;02280;20,5388601;4,134715026
L'Épine-aux-Bois;02281;39,50181228;0
Eppes;02282;44,15346414;0
Erlon;02283;35,95585555;0
Erloy;02284;4,044444444;0
Esquéhéries;02286;87,73962014;3,895665411
Essigny-le-Grand;02287;269,6198586;3,755588674
Essigny-le-Petit;02288;20,01718271;4,042440318
Essises;02289;47,98192875;0
Essômes-sur-Marne;02290;790,7029364;40,29072847
Estrées;02291;63,84214001;4
Étampes-sur-Marne;02292;227,0776658;4
Étaves-et-Bocquiaux;02293;51,36102522;0
Étouvelles;02294;126,6084578;4,03652968
Étréaupont;02295;244,0597631;12,23567767
Étreillers;02296;333,1299566;4,038834951
Étrépilly;02297;0;0
Étreux;02298;210,4054329;8,256632119
Évergnicourt;02299;155,9681279;3,925925926
Faucoucourt;02301;55,86041211;4
Faverolles;02302;81,25740977;0
Fayet;02303;692,4036366;22,64177977
La Fère;02304;1606,89229;27,98189836
Fère-en-Tardenois;02305;1346,868628;86,20303936
La Ferté-Chevresis;02306;39,99272914;0
La Ferté-Milon;02307;612,414633;16,13830332
Fesmy-le-Sart;02308;55,84848485;0
Festieux;02309;66,95807162;4
Fieulaine;02310;20,09519249;0
Filain;02311;19,00909748;0
La Flamengrie;02312;185,7590526;0
Flavigny-le-Grand-et-Beaurain;02313;70,64036552;0
Flavy-le-Martel;02315;302,085088;10,09008413
Fleury;02316;25,60284786;0
Fluquières;02317;12,24615385;0
Folembray;02318;263,0747478;9,348948679
Fonsomme;02319;28,1012083;0
Fontaine-lès-Clercs;02320;20,2946951;0
Fontaine-lès-Vervins;02321;379,9989802;9,984402145
Fontaine-Notre-Dame;02322;50,30136027;0
Fontaine-Uterte;02323;12,09448819;4,031496063
Fontenelle;02324;41,06997477;0
Fontenelle-en-Brie;02325;35,35075561;0
Fontenoy;02326;91,15440775;3,864271457
Foreste;02327;32,28925732;0
Fossoy;02328;123,6374619;0
Fourdrain;02329;132,730858;3,96125908
Francilly-Selency;02330;72,22264257;0
Franqueville;02331;7,986288132;0
Fresnes-en-Tardenois;02332;61,12155781;0
Fresnes;02333;44,53623539;0
Fresnoy-le-Grand;02334;1404,15792;69,91368958
Fressancourt;02335;7,678466923;0
Frières-Faillouël;02336;55,72374947;0
Froidestrées;02337;32;0
Froidmont-Cohartille;02338;40,96889534;4
Gandelu;02339;87,07614154;3,919191919
Gauchy;02340;3201,671545;110,5698459
Gercy;02341;23,75901241;0
Gergny;02342;11,84415584;0
Germaine;02343;11,76119403;0
Gernicourt;02344;0;0
Gibercourt;02345;4;0
Gizy;02346;88,08263746;0
Gland;02347;70,76985157;0
Glennes;02348;28,61946903;0
Goudelancourt-lès-Berrieux;02349;17,61037267;0
Goudelancourt-lès-Pierrepont;02350;19,13257234;0
Goussancourt;02351;11,30578512;0
Gouy;02352;69,48872549;0
Grandlup-et-Fay;02353;39,53047801;0
Grandrieux;02354;15,82222222;0
Gricourt;02355;83,69903837;4
Grisolles;02356;42,55609445;4,15
Gronard;02357;20,07567767;0
Grougis;02358;77,5261766;0
Grugies;02359;134,0000179;4,099910794
Guignicourt;02360;701,7249582;25,72247251
Guise;02361;2580,237246;55,67917369
Guivry;02362;42,61425394;0
Guny;02363;127,2773842;11,84911856
Guyencourt;02364;21,04592923;0
Hannapes;02366;12,33884712;0
Happencourt;02367;10,16692499;0
Haramont;02368;54,39577638;12,34812287
Harcigny;02369;15,96559544;0
Hargicourt;02370;52,02071092;0
Harly;02371;522,2226979;25,8310899
Hartennes-et-Taux;02372;87,40708455;11,37083074
Hary;02373;87,911998;4,032530907
Lehaucourt;02374;47,75703405;0
Hautevesnes;02375;41,82267574;0
Hauteville;02376;7,980519481;0
Haution;02377;49,2125923;0
La Hérie;02378;15,81957209;0
Le Hérie-la-Viéville;02379;24,19900602;0
Hinacourt;02380;16;0
Hirson;02381;3937,007377;93,52473788
Holnon;02382;460,4541259;27,89896056
Homblières;02383;257,3543108;1,016958664
Houry;02384;3,917012448;0
Housset;02385;27,72254335;3,953757225
Iron;02386;32,34831005;0
Itancourt;02387;730,4973717;5,042879299
Iviers;02388;72,72018465;8,000241109
Jaulgonne;02389;89,25791895;7,963857509
Jeancourt;02390;29,20128047;0
Jeantes;02391;51,22045815;4
Joncourt;02392;23,09566032;0
Jouaignes;02393;0;0
Jumencourt;02395;24;4
Jumigny;02396;4,322580645;0
Jussy;02397;455,3174979;12,51396055
Juvigny;02398;48,97245145;3,032740323
Juvincourt-et-Damary;02399;83,24458537;7,40058724
Laffaux;02400;16,02446458;0
Laigny;02401;24,46296922;0
Lanchy;02402;3,923076923;0
Landifay-et-Bertaignemont;02403;24,57074994;0
Landouzy-la-Cour;02404;19,92158253;0
Landouzy-la-Ville;02405;37,79596767;0
Landricourt;02406;7,798178201;0
Laniscourt;02407;3,908571429;0
Laon;02408;16791,17506;834,1457819
Lappion;02409;24;0
Largny-sur-Automne;02410;36,02321219;0
Latilly;02411;3,981220657;0
Launoy;02412;16,16803756;0
Laval-en-Laonnois;02413;70,8436872;6,932008259
Lavaqueresse;02414;36,1841052;0
Laversine;02415;4,013888889;0
Lemé;02416;55,90747238;0
Lempire;02417;8,224299065;0
Lerzy;02418;16;0
Leschelle;02419;40,28831131;0
Lesdins;02420;103,8385185;0
Lesges;02421;8;0
Lesquielles-Saint-Germain;02422;52,92700058;0
Leuilly-sous-Coucy;02423;68,67229808;4,091139241
Leury;02424;7,962264151;0
Leuze;02425;25,03907611;0
Levergies;02426;107,0931925;4
Lhuys;02427;16,06747086;8,164383562
Licy-Clignon;02428;12,52855134;0
Lierval;02429;12,21428571;4,071428571
Liesse-Notre-Dame;02430;722,8862377;8,23318257
Liez;02431;25,84904475;0
Limé;02432;15,92441769;0
Lislet;02433;77,59019532;7,044256533
Lizy;02434;23,98982629;0
Logny-lès-Aubenton;02435;8;0
Longpont;02438;105,1310049;4,33654062
Longueval-Barbonval;02439;120,0595528;0
Lor;02440;4,084848485;0
Louâtre;02441;42,73364949;4,097560976
Loupeigne;02442;3,685393258;0
Lucy-le-Bocage;02443;24,45714286;0
Lugny;02444;17,44144144;0
Luzoir;02445;24,01354424;0
Ly-Fontaine;02446;15,55485697;7,847824807
Maast-et-Violaine;02447;24,2366706;4,105960265
Mâchecourt;02448;16;0
Macogny;02449;8,3;0
Macquigny;02450;39,26544253;0
Magny-la-Fosse;02451;44,16921158;0
Maissemy;02452;27,05981293;0
Maizy;02453;94,93409435;8,05660256
La Malmaison;02454;43,62321151;0
Malzy;02455;32,21051573;0
Manicamp;02456;32,40212531;0
Marchais;02457;166,5415078;10,36929753
Marchais-en-Brie;02458;45,40141759;0
Marcy;02459;58,6433212;4,974424464
Marcy-sous-Marle;02460;40,13703419;0
Marest-Dampcourt;02461;68,03303071;3,798178201
Mareuil-en-Dôle;02462;20,02453988;4
Marfontaine;02463;11,13112808;8,128234707
Margival;02464;66,28573313;2,715036228
Marigny-en-Orxois;02465;55,81340005;0
Marizy-Sainte-Geneviève;02466;16,11617145;4
Marizy-Saint-Mard;02467;3,992481203;3,992481203
Marle;02468;1068,423142;24,5534809
Marly-Gomont;02469;59,33998907;2,103112543
Martigny;02470;69,66228526;0
Martigny-Courpierre;02471;20,59740616;0
Mauregny-en-Haye;02472;127,1374572;8,258064516
Mayot;02473;3,618090452;0
Mennessis;02474;22,45835645;0
Menneville;02475;43,34445297;0
Mennevret;02476;81,11319444;4,126182965
Mercin-et-Vaux;02477;511,5977511;18,68390416
Merlieux-et-Fouquerolles;02478;46,5797925;0
Merval;02479;2,95674354;0
Mesbrecourt-Richecourt;02480;15,94630872;0
Mesnil-Saint-Laurent;02481;117,4707489;8,979675913
Meurival;02482;3,924528302;0
Mézières-sur-Oise;02483;136,737852;0
Mézy-Moulins;02484;105,4181448;0
Missy-aux-Bois;02485;26,42767341;0
Missy-lès-Pierrepont;02486;24,50587082;0
Missy-sur-Aisne;02487;49,00399457;0
Molain;02488;16,00620155;0
Molinchart;02489;23,78930703;0
Monampteuil;02490;19,96533741;0
Monceau-le-Neuf-et-Faucouzy;02491;56,03008276;0
Monceau-lès-Leups;02492;24,00303465;0
Monceau-le-Waast;02493;37,88502436;0
Monceau-sur-Oise;02494;15,47107438;0
Mondrepuis;02495;201,478868;4,069093628
Monnes;02496;4,101694915;0
Mons-en-Laonnois;02497;100,6117371;2,982270694
Montaigu;02498;75,64276016;3,546272995
Montbavin;02499;0;0
Montbrehain;02500;93,3937503;3,932934132
Montchâlons;02501;3,936;0
Montcornet;02502;881,3371248;37,88991896
Mont-d'Origny;02503;130,9604337;0
Montescourt-Lizerolles;02504;259,8358588;0
Montfaucon;02505;46,51917837;7,806937423
Montgobert;02506;10,77950264;4
Montgru-Saint-Hilaire;02507;73,45345194;1,001691762
Monthenault;02508;16,71142623;0
Monthiers;02509;26,89974586;3,828222259
Monthurel;02510;20,94876285;0
Montigny-en-Arrouaise;02511;59,68177963;0
Montigny-l'Allier;02512;31,98311922;0
Montigny-le-Franc;02513;24,42105263;0
Montigny-Lengrain;02514;465,2223227;11,70605187
Montigny-lès-Condé;02515;8,864864865;0
Montigny-sous-Marle;02516;0;0
Montigny-sur-Crécy;02517;11,42342342;0
Montlevon;02518;55,43262411;0
Montloué;02519;8,099173554;0
Mont-Notre-Dame;02520;174,3444442;8,193448884
Montreuil-aux-Lions;02521;233,5536973;28,02007168
Mont-Saint-Jean;02522;7,876639277;0
Mont-Saint-Martin;02523;13,2;0
Mont-Saint-Père;02524;100,2410264;7,814814815
Morcourt;02525;217,6979408;9,159056561
Morgny-en-Thiérache;02526;12,10810811;0
Morsain;02527;44,07083075;0
Mortefontaine;02528;30,85705815;0
Mortiers;02529;15,93359683;0
Moulins;02530;19,69971915;0
Moussy-Verneuil;02531;10,53869008;0
Moÿ-de-l'Aisne;02532;303,4960448;7,619482814
Muret-et-Crouttes;02533;8,369230769;0
Muscourt;02534;6,626351807;0
Nampcelles-la-Cour;02535;71,38869109;4
Nampteuil-sous-Muret;02536;19,13978495;0
Nanteuil-la-Fosse;02537;21,09568509;0
Nanteuil-Notre-Dame;02538;22,20735921;0
Nauroy;02539;43,63963978;0
Nesles-la-Montagne;02540;96,14361906;4,021768656
Neufchâtel-sur-Aisne;02541;76,33577362;0
Neuflieux;02542;8,084210526;0
Neuilly-Saint-Front;02543;533,0461644;7,402779174
Neuve-Maison;02544;128,9581562;0
La Neuville-Bosmont;02545;103,4557837;4
La Neuville-en-Beine;02546;18,87437186;0
La Neuville-Housset;02547;0;0
La Neuville-lès-Dorengt;02548;47,63930531;4
Neuville-Saint-Amand;02549;158,2872333;0
Neuville-sur-Ailette;02550;23,65499056;0
Neuville-sur-Margival;02551;3,997782373;0
Neuvillette;02552;16,17021277;0
Nizy-le-Comte;02553;76,24912437;0
Nogentel;02554;127,849774;7,97252208
Nogent-l'Artaud;02555;337,0715259;21,01171413
Noircourt;02556;15,85865724;0
Noroy-sur-Ourcq;02557;4,342857143;0
Le Nouvion-en-Thiérache;02558;1501,809737;53,07379001
Nouvion-et-Catillon;02559;63,90204651;8
Nouvion-le-Comte;02560;46,79881669;0
Nouvion-le-Vineux;02561;20,04314526;0
Nouvron-Vingré;02562;16,38181818;4,127272727
Noyales;02563;8;0
Noyant-et-Aconin;02564;196,6165777;12,0615914
_uilly;02565;15,875;0
Ognes;02566;74,2173469;0
Ohis;02567;28,11912867;0
Oigny-en-Valois;02568;19,21208522;11,47730859
Oisy;02569;65,42838875;0
Ollezy;02570;16;0
Omissy;02571;28,92344212;4
Orainville;02572;42,26814045;0
Orgeval;02573;7,888888889;0
Origny-en-Thiérache;02574;457,5609038;28,16525954
Origny-Sainte-Benoite;02575;866,5223252;52,24780475
Osly-Courtil;02576;27,39477592;0
Ostel;02577;8,101265823;0
Oulches-la-Vallée-Foulon;02578;29,21876565;0
Oulchy-la-Ville;02579;24,04044275;0
Oulchy-le-Château;02580;347,5313454;18,11021894
Paars;02581;37,90181959;0
Paissy;02582;12,36506974;0
Pancy-Courtecon;02583;9,762711864;0
Papleux;02584;0;0
Parcy-et-Tigny;02585;31,08685836;4
Parfondeval;02586;24,68965517;0
Parfondru;02587;40,12903226;0
Pargnan;02588;0;0
Pargny-Filain;02589;19,53868953;0
Pargny-la-Dhuys;02590;8,109087808;0
Pargny-les-Bois;02591;12,46511628;0
Parpeville;02592;28,06274282;0
Pasly;02593;73,3409024;6,926213664
Passy-en-Valois;02594;24,59259259;4,098765432
Passy-sur-Marne;02595;72,57998934;0
Pavant;02596;44,74612661;0
Perles;02597;8,05;0
Pernant;02598;101,1675405;3,97740113
Pierremande;02599;20,96808063;0
Pierrepont;02600;68,65290704;0
Pignicourt;02601;19,89453357;0
Pinon;02602;501,370177;27,80323849
Pithon;02604;0;0
Pleine-Selve;02605;12,94198271;0
Le Plessier-Huleu;02606;14,90060208;0
Ploisy;02607;150,5083063;4
Plomion;02608;102,6374487;0
Ployart-et-Vaurseine;02609;0;0
Pommiers;02610;87,73949815;0
Pont-Arcy;02612;4;0
Pontavert;02613;47,70486494;0
Pontru;02614;27,721258;0
Pontruet;02615;16;0
Pont-Saint-Mard;02616;15,89115646;0
Pouilly-sur-Serre;02617;463,245516;6,906813358
Prémont;02618;103,3706227;0
Prémontré;02619;835,6796275;10,52324098
Presles-et-Boves;02620;78,05109454;7,180860448
Presles-et-Thierny;02621;169,8112437;4
Priez;02622;0,92516796;0
Prisces;02623;36,7703968;0
Proisy;02624;210,2594639;0
Proix;02625;31,64739668;0
Prouvais;02626;60,26090218;0
Proviseux-et-Plesnoy;02627;8;0
Puiseux-en-Retz;02628;5,031849888;0
Puisieux-et-Clanlieu;02629;36,37831498;0
Quierzy;02631;44,35896729;0
Quincy-Basse;02632;23,03819874;0
Quincy-sous-le-Mont;02633;6,822273228;0
Raillimont;02634;17,19193428;0
Ramicourt;02635;16;0
Regny;02636;11,17972921;0
Remaucourt;02637;30,57705219;8,128205128
Remies;02638;16,13238223;0
Remigny;02639;24,15629921;0
Renansart;02640;59,95829989;4,10212766
Renneval;02641;27,79104478;0
Résigny;02642;16;0
Ressons-le-Long;02643;176,1775717;15,89031082
Retheuil;02644;25,87688088;0
Reuilly-Sauvigny;02645;20,20276931;0
Révillon;02646;4,057142857;0
Ribeauville;02647;8,426666667;0
Ribemont;02648;582,6358904;16,09527937
Rocourt-Saint-Martin;02649;31,02222222;4,503703704
Rocquigny;02650;63,60423346;0
Rogécourt;02651;3,757575758;0
Rogny;02652;44,15683039;4,153191489
Romeny-sur-Marne;02653;117,2418021;0
Romery;02654;3,99999785;0
Ronchères;02655;4,061538462;0
Roucy;02656;12,21538462;0
Rougeries;02657;40,00469894;4,025306446
Roupy;02658;26,34723886;0
Rouvroy;02659;1040,845442;23,05235442
Rouvroy-sur-Serre;02660;8,193749893;0
Royaucourt-et-Chailvet;02661;26,1463666;0
Rozet-Saint-Albin;02662;171,0193154;4
Rozières-sur-Crise;02663;11,92883345;0
Rozoy-Bellevalle;02664;15,8490566;0
Grand-Rozoy;02665;35,41204555;0
Rozoy-sur-Serre;02666;261,1878708;7,807807808
Saconin-et-Breuil;02667;19,4409137;0
Sains-Richaumont;02668;245,8575886;0
Saint-Agnan;02669;28,47767229;0
Saint-Algis;02670;51,75060765;0
Saint-Aubin;02671;49,19866808;0
Saint-Bandry;02672;16;8
Saint-Christophe-à-Berry;02673;32,03611748;0
Saint-Clément;02674;11,76777064;0
Sainte-Croix;02675;8,369230769;0
Saint-Erme-Outre-et-Ramecourt;02676;564,3176945;11,95283019
Saint-Eugène;02677;12,20168067;0
Sainte-Geneviève;02678;8,106666667;0
Saint-Gengoulph;02679;16;0
Saint-Gobain;02680;832,8570902;16,11601866
Saint-Gobert;02681;28,16194247;0
Saint-Mard;02682;20,52489256;0
Saint-Martin-Rivière;02683;0;0
Saint-Michel;02684;1034,059423;11,09725406
Saint-Nicolas-aux-Bois;02685;6,094198092;0
Saint-Paul-aux-Bois;02686;45,02260386;0
Saint-Pierre-Aigle;02687;100,4006051;4,057971014
Saint-Pierre-lès-Franqueville;02688;12,25504939;0
Saint-Pierremont;02689;4,75;0
Sainte-Preuve;02690;43,41458647;0
Saint-Quentin;02691;27342,19516;1317,053371
Saint-Rémy-Blanzy;02693;48,12688319;8,142222222
Saint-Simon;02694;93,34352055;3,324941643
Saint-Thibaut;02695;36,21883476;0
Saint-Thomas;02696;0;0
Samoussy;02697;31,16793202;0
Sancy-les-Cheminots;02698;0;0
Saponay;02699;43,28617733;0
Saulchery;02701;110,5939263;0
Savy;02702;81,96517213;4
Seboncourt;02703;341,3534121;10,26804748
Selens;02704;15,92058283;0
La Selve;02705;15,69082126;0
Septmonts;02706;136,683745;0
Septvaux;02707;15,2240307;0
Sequehart;02708;58,1981369;0
Serain;02709;57,86898905;1,06810867
Seraucourt-le-Grand;02710;52,05842462;0
Serches;02711;21,92417786;4,025559105
Sergy;02712;24,52867058;0
Seringes-et-Nesles;02713;36,88421053;0
Sermoise;02714;23,3445606;0
Serval;02715;8,272727273;0
Servais;02716;43,43074758;0
Séry-lès-Mézières;02717;66,18784256;0
Silly-la-Poterie;02718;8,094240838;0
Sinceny;02719;191,7539958;0
Sissonne;02720;1208,201806;27,35423528
Sissy;02721;36,1496826;4,016632017
Soissons;02722;14511,3665;726,2131135
Soize;02723;59,32402151;0
Sommelans;02724;7,737704918;0
Sommeron;02725;58,55087229;0
Sommette-Eaucourt;02726;42,50572003;0
Sons-et-Ronchères;02727;145,2849833;3,990764326
Sorbais;02728;30,74914089;0
Soucy;02729;16,23260324;0
Soupir;02730;47,78123034;0
Le Sourd;02731;7,911501087;0
Surfontaine;02732;11,6322802;0
Suzy;02733;11,96116505;0
Taillefontaine;02734;24,34629914;0
Tannières;02735;8,040050063;0
Tartiers;02736;28,54059849;0
Tavaux-et-Pontséricourt;02737;129,7941598;4,080808081
Tergnier;02738;3920,675528;132,3323787
Terny-Sorny;02739;70,87694887;0
Thenailles;02740;24,1265689;0
Thenelles;02741;47,99802676;0
Thiernu;02742;33,75094612;0
Le Thuel;02743;15,46368715;0
Torcy-en-Valois;02744;15,82582283;0
Toulis-et-Attencourt;02745;31,65565614;0
Travecy;02746;73,11322069;0
Trefcon;02747;19,46067416;0
Trélou-sur-Marne;02748;272,1862078;11,98353666
Troësnes;02749;27,88059701;0
Trosly-Loire;02750;108,6603015;0
Trucy;02751;28,60185788;0
Tugny-et-Pont;02752;27,15619099;4,071174377
Tupigny;02753;60,98216171;0
Ugny-le-Gay;02754;25,51041025;0
Urcel;02755;164,9723962;4
Urvillers;02756;162,5627368;12,41222927
Vadencourt;02757;48,35026208;0
Vailly-sur-Aisne;02758;596,6897305;10,67178409
La Vallée-au-Blé;02759;108,4903271;0
La Vallée-Mulâtre;02760;23,41076011;0
Variscourt;02761;15,5060036;0
Vassens;02762;12,92259291;0
Vasseny;02763;56,19996493;0
Vassogne;02764;16;0
Vaucelles-et-Beffecourt;02765;15,03234882;0
Vaudesson;02766;15,68755141;0
Vauxrezis;02767;32,1558975;0
Vauxaillon;02768;39,99778237;0
Vaux-Andigny;02769;354,8821366;21,01202142
Vauxbuin;02770;104,1043086;0
Vauxcéré;02771;9,927710843;0
Vaux-en-Vermandois;02772;0;0
Vauxtin;02773;3,921568627;0
Vendelles;02774;8,074074074;0
Vendeuil;02775;179,4267274;3,955030345
Vendhuile;02776;108,0394733;4,116690579
Vendières;02777;37,06635108;4,106666667
Vendresse-Beaulne;02778;20,11111111;4
Vénérolles;02779;124,8119188;0
Venizel;02780;478,2295645;11,37679743
Verdilly;02781;77,78837842;0
Le Verguier;02782;12,22222222;0
Grand-Verly;02783;15,50396615;0
Petit-Verly;02784;12,27119807;0
Vermand;02785;204,8419462;6,859893255
Verneuil-sous-Coucy;02786;14,54904473;0
Verneuil-sur-Serre;02787;19,77640317;0
Versigny;02788;31,53127906;0
Vervins;02789;1995,173703;104,9130306
Vesles-et-Caumont;02790;28,51863543;0
Veslud;02791;7,728338055;0
Veuilly-la-Poterie;02792;31,19790916;3,835616438
Vézaponin;02793;23,68793816;0
Vézilly;02794;6,893905947;0
Vic-sur-Aisne;02795;724,4170328;18,36195092
Vichel-Nanteuil;02796;11,84891778;0
Viel-Arcy;02797;23,6078889;3,901855524
Viels-Maisons;02798;163,0182688;0
Vierzy;02799;22,3838047;0
Viffort;02800;24,36585366;0
Vigneux-Hocquet;02801;44,2676493;4
La Ville-aux-Bois-lès-Dizy;02802;27,95283019;0
La Ville-aux-Bois-lès-Pontavert;02803;23,16433835;0
Villemontoire;02804;16,2364532;4,0591133
Villeneuve-Saint-Germain;02805;1771,753489;59,83792884
Villeneuve-sur-Fère;02806;28,61776983;0
Villequier-Aumont;02807;77,90009684;0
Villeret;02808;12;0
Villers-Agron-Aiguizy;02809;29,29123037;0
Villers-Cotterêts;02810;4811,552374;498,9264302
Villers-en-Prayères;02811;23,23664122;0
Villers-Hélon;02812;38,80988002;0
Villers-le-Sec;02813;44,1576194;0
Villers-lès-Guise;02814;38,74626877;0
Villers-Saint-Christophe;02815;16,35276067;0
Villers-sur-Fère;02816;59,50834122;3,890838207
Ville-Savoye;02817;3,225709372;0
Villiers-Saint-Denis;02818;891,5338252;22,44309605
Vincy-Reuil-et-Magny;02819;12,05803605;0
Viry-Noureuil;02820;629,1318999;18,74971868
Vivaise;02821;59,59204122;4
Vivières;02822;30,73065645;0
Voharies;02823;15,32394366;0
Vorges;02824;24,36443672;0
Voulpaix;02826;39,95931246;0
Voyenne;02827;46,11386716;0
Vregny;02828;17,21331276;0
Vuillery;02829;0;0
Wassigny;02830;195,263184;4,020703934
Watigny;02831;19,89304813;3,978609626
Wiège-Faty;02832;36,43042508;0
Wimy;02833;23,46403463;0
Wissignicourt;02834;12;0
Abrest;03001;1111,153887;47,40496954
Agonges;03002;44,70219337;0
Ainay-le-Château;03003;536,7618109;10,76660955
Andelaroche;03004;56,07520853;0
Archignat;03005;48,10917305;4,056980057
Arfeuilles;03006;68,37579664;4,036090226
Arpheuilles-Saint-Priest;03007;46,35624476;0
Arronnes;03008;36,94906694;0
Aubigny;03009;102,7636782;4,032897384
Audes;03010;39,0712489;0
Aurouër;03011;57,1092037;0
Autry-Issards;03012;55,12033528;0
Avermes;03013;2460,118181;125,748798
Avrilly;03014;43,28866675;0
Bagneux;03015;28,91803279;0
Barberier;03016;20,16161743;0
Barrais-Bussolles;03017;28,52830189;0
Bayet;03018;486,6300351;10,85794176
Beaulon;03019;271,4672932;7,888895597
Beaune-d'Allier;03020;35,50492603;0
Bègues;03021;33,07512366;3,998472423
Bellenaves;03022;309,3992712;11,99728832
Bellerive-sur-Allier;03023;2861,325191;161,3452828
Bert;03024;94,58337027;0
Bessay-sur-Allier;03025;466,1598548;9,031427184
Besson;03026;149,8142251;0
Bézenet;03027;83,22322606;7,975163356
